timestamp,attack_rate
2017-10-03,529
2017-10-04,404
2017-10-05,710
2017-10-06,953
2017-10-07,898
2017-10-08,703
2017-10-09,974
2017-10-10,738
2017-10-11,0
2017-10-12,0
2017-10-13,0
2017-10-14,0
2017-10-15,0
2017-10-16,0
2017-10-17,0
2017-10-18,0
2017-10-19,919
2017-10-20,2839
2017-10-21,0
2017-10-22,0
2017-10-23,3057
2017-10-24,2045
2017-10-25,0
2017-10-26,2593
2017-10-27,5455
2017-10-28,5874
2017-10-29,5682
2017-10-30,5338
2017-10-31,4472
2017-11-01,6706
2017-11-02,6952
2017-11-03,1357
2017-11-04,3125
2017-11-05,7444
2017-11-06,7371
2017-11-07,5925
2017-11-08,6205
2017-11-09,6378
2017-11-10,5725
2017-11-11,3555
2017-11-12,4603
2017-11-13,3632
2017-11-14,5238
2017-11-15,3697
2017-11-16,3894
2017-11-17,4847
2017-11-18,4656
2017-11-19,5640
2017-11-20,6483
2017-11-21,6790
2017-11-22,5948
2017-11-23,5603
2017-11-24,6989
2017-11-25,5375
2017-11-26,6013
2017-11-27,4858
2017-11-28,6801
2017-11-29,7995
2017-11-30,5482
2017-12-01,6465
2017-12-02,7529
2017-12-03,6753
2017-12-04,5426
2017-12-05,3509
2017-12-06,5640
2017-12-07,6459
2017-12-08,8616
2017-12-09,7952
2017-12-10,7896
2017-12-11,7616
2017-12-12,5925
2017-12-13,1828
2017-12-14,3457
2017-12-15,5528
2017-12-16,5470
2017-12-17,6307
2017-12-18,6013
2017-12-19,5545
2017-12-20,6990
2017-12-21,5015
2017-12-22,744
2017-12-23,828
2017-12-24,1517
2017-12-25,693
2017-12-26,1369
2017-12-27,911
2017-12-28,914
2017-12-29,967
2017-12-30,1115
2017-12-31,703
2018-01-01,1096
2018-01-02,1147
2018-01-03,1270
2018-01-04,464
2018-01-05,291
2018-01-06,292
2018-01-07,160
2018-01-08,297
2018-01-09,1408
2018-01-10,1040
2018-01-11,1388
2018-01-12,1269
2018-01-13,388
2018-01-14,1831
2018-01-15,1752
2018-01-16,1398
2018-01-17,580
2018-01-18,1620
2018-01-19,1967
2018-01-20,1899
2018-01-21,1377
2018-01-22,4573
2018-01-23,7391
2018-01-24,9707
2018-01-25,16425
2018-01-26,19818
2018-01-27,11305
2018-01-28,9412
2018-01-29,9134
2018-01-30,10597
2018-01-31,8330
2018-02-01,9225
2018-02-02,9530
2018-02-03,9625
2018-02-04,14730
2018-02-05,23897
2018-02-06,55226
2018-02-07,181386
2018-02-08,184947
2018-02-09,245933
2018-02-10,250677
2018-02-11,288700
2018-02-12,232578
2018-02-13,223573
2018-02-14,206089
2018-02-15,188515
2018-02-16,177773
2018-02-17,167633
2018-02-18,190800
2018-02-19,240095
2018-02-20,329910
2018-02-21,349457
2018-02-22,361617
2018-02-23,371306
2018-02-24,392772
2018-02-25,404418
2018-02-26,347151
2018-02-27,308236
2018-02-28,203710
2018-03-01,174914
2018-03-02,227322
2018-03-03,144386
2018-03-04,172174
2018-03-05,202530
2018-03-06,704627
2018-03-07,785807
2018-03-08,350511
2018-03-09,367957
2018-03-10,382759
2018-03-11,354499
2018-03-12,375957
2018-03-13,320774
2018-03-14,338060
2018-03-15,354292
2018-03-16,363864
2018-03-17,357331
2018-03-18,369521
2018-03-19,355490
2018-03-20,333181
2018-03-21,348496
2018-03-22,348119
2018-03-23,141963
2018-03-24,160526
2018-03-25,193023
2018-03-26,183049
2018-03-27,207940
2018-03-28,185256
2018-03-29,181761
2018-03-30,182475
2018-03-31,272023
2018-04-01,735631
2018-04-02,294954
2018-04-03,252539
2018-04-04,322064
2018-04-05,359677
2018-04-06,347805
2018-04-07,346388
2018-04-08,346704
2018-04-09,312721
2018-04-10,301391
2018-04-11,186128
2018-04-12,197415
2018-04-13,331613
2018-04-14,358733
2018-04-15,337664
2018-04-16,289184
2018-04-17,206277
2018-04-18,142993
2018-04-19,174454
2018-04-20,178841
2018-04-21,207130
2018-04-22,171359
2018-04-23,167466
2018-04-24,225647
2018-04-25,534872
2018-04-26,299907
2018-04-27,99891
2018-04-28,85729
2018-04-29,81546
2018-04-30,80351
2018-05-01,157170
2018-05-02,198852
2018-05-03,86042
2018-05-04,122437
2018-05-05,110223
2018-05-06,128571
2018-05-07,121630
2018-05-08,119227
2018-05-09,103769
2018-05-10,167568
2018-05-11,243404
2018-05-12,284132
2018-05-13,376686
2018-05-14,394025
2018-05-15,358083
2018-05-16,366589
2018-05-17,369930
2018-05-18,404529
2018-05-19,359648
2018-05-20,360392
2018-05-21,343618
2018-05-22,350996
2018-05-23,415114
2018-05-24,357231
2018-05-25,314390
2018-05-26,288679
2018-05-27,315528
2018-05-28,315093
2018-05-29,352009
2018-05-30,380851
2018-05-31,367878
2018-06-01,384612
2018-06-02,372319
2018-06-03,344242
2018-06-04,369140
2018-06-05,357281
2018-06-06,334465
2018-06-07,322217
2018-06-08,269197
2018-06-09,231029
2018-06-10,106135
2018-06-11,107271
2018-06-12,99193
2018-06-13,97023
2018-06-14,106266
2018-06-15,81003
2018-06-16,98341
2018-06-17,130389
2018-06-18,140553
2018-06-19,219289
2018-06-20,239142
2018-06-21,296677
2018-06-22,306631
2018-06-23,251911
2018-06-24,273238
2018-06-25,264368
2018-06-26,284630
2018-06-27,273829
2018-06-28,285425
2018-06-29,299808
2018-06-30,342939
2018-07-01,342447
2018-07-02,333815
2018-07-03,284101
2018-07-04,312838
2018-07-05,302699
2018-07-06,317893
2018-07-07,273889
2018-07-08,242624
2018-07-09,264548
2018-07-10,261591
2018-07-11,296698
2018-07-12,315607
2018-07-13,301937
2018-07-14,351455
2018-07-15,300202
2018-07-16,359635
2018-07-17,206946
2018-07-18,4503
2018-07-19,6367
2018-07-20,7815
2018-07-21,6367
2018-07-22,5693
2018-07-23,3519
2018-07-24,3572
2018-07-25,5564
2018-07-26,5366
2018-07-27,4709
2018-07-28,6372
2018-07-29,4904
2018-07-30,5673
2018-07-31,5465
2018-08-01,5166
2018-08-02,2890
2018-08-03,5580
2018-08-04,12277
2018-08-05,17205
2018-08-06,147181
2018-08-07,196149
2018-08-08,14575
2018-08-09,7491
2018-08-10,5795
2018-08-11,3279
2018-08-12,4570
2018-08-13,3951
2018-08-14,11535
2018-08-15,8951
2018-08-16,5858
2018-08-17,5198
2018-08-18,10544
2018-08-19,10170
2018-08-20,5126
2018-08-21,5061
2018-08-22,6016
2018-08-23,10844
2018-08-24,5521
2018-08-25,3236
2018-08-26,2516
2018-08-27,83918
2018-08-28,187771
2018-08-29,223029
2018-08-30,175300
2018-08-31,212863
2018-09-01,239829
2018-09-02,197211
2018-09-03,215518
2018-09-04,222419
2018-09-05,199840
2018-09-06,218856
2018-09-07,207148
2018-09-08,215364
2018-09-09,204500
2018-09-10,166019
2018-09-11,176850
2018-09-12,220163
2018-09-13,203627
2018-09-14,184278
2018-09-15,202312
2018-09-16,182910
2018-09-17,139056
2018-09-18,158442
2018-09-19,175075
2018-09-20,437303
2018-09-21,227122
2018-09-22,239167
2018-09-23,231472
2018-09-24,228469
2018-09-25,217812
2018-09-26,230034
2018-09-27,192667
2018-09-28,205890
2018-09-29,264675
2018-09-30,292219
2018-10-01,229148
2018-10-02,185266
2018-10-03,204831
2018-10-04,204405
2018-10-05,220733
2018-10-06,232947
2018-10-07,262482
2018-10-08,248454
2018-10-09,236208
2018-10-10,243957
2018-10-11,196042
2018-10-12,174351
2018-10-13,146335
2018-10-14,137849
2018-10-15,153653
2018-10-16,174096
2018-10-17,151987
2018-10-18,158824
2018-10-19,164994
2018-10-20,185382
2018-10-21,177600
2018-10-22,177639
2018-10-23,228473
2018-10-24,219800
2018-10-25,231245
2018-10-26,175022
2018-10-27,199581
2018-10-28,155065
2018-10-29,138023
2018-10-30,114941
2018-10-31,121536
2018-11-01,127083
2018-11-02,122595
2018-11-03,103070
2018-11-04,106328
2018-11-05,111928
2018-11-06,150872
2018-11-07,173010
2018-11-08,188594
2018-11-09,170442
2018-11-10,156428
2018-11-11,153837
2018-11-12,134358
2018-11-13,154532
2018-11-14,164964
2018-11-15,148565
2018-11-16,174541
2018-11-17,160135
2018-11-18,184894
2018-11-19,173204
2018-11-20,149468
2018-11-21,135851
2018-11-22,147627
2018-11-23,92436
2018-11-24,127360
2018-11-25,162540
2018-11-26,153495
2018-11-27,177185
2018-11-28,138634
2018-11-29,138838
2018-11-30,121127
2018-12-01,138889
2018-12-02,139127
2018-12-03,160521
2018-12-04,141024
2018-12-05,236934
2018-12-06,359870
2018-12-07,232702
2018-12-08,158479
2018-12-09,229657
2018-12-10,250072
2018-12-11,259737
2018-12-12,297662
2018-12-13,269217
2018-12-14,297813
2018-12-15,320100
2018-12-16,343875
2018-12-17,291329
2018-12-18,262668
2018-12-19,288547
2018-12-20,277499
2018-12-21,292302
2018-12-22,287003
2018-12-23,282381
2018-12-24,262357
2018-12-25,275174
2018-12-26,307726
2018-12-27,310789
2018-12-28,336866
2018-12-29,303595
2018-12-30,305517
2018-12-31,292396
2019-01-01,294552
2019-01-02,303490
2019-01-03,285410
2019-01-04,317385
2019-01-05,315674
2019-01-06,310163
2019-01-07,291956
2019-01-08,260518
2019-01-09,266394
2019-01-10,310615
2019-01-11,291031
2019-01-12,277850
2019-01-13,287332
2019-01-14,283172
2019-01-15,284490
2019-01-16,269224
2019-01-17,274307
2019-01-18,283855
2019-01-19,266868
2019-01-20,259703
2019-01-21,253636
2019-01-22,255045
2019-01-23,265379
2019-01-24,316461
2019-01-25,272309
2019-01-26,269378
2019-01-27,255550
2019-01-28,240630
2019-01-29,219558
2019-01-30,197882
2019-01-31,213234
2019-02-01,219504
2019-02-02,202146
2019-02-03,205549
2019-02-04,250305
2019-02-05,272644
2019-02-06,254717
2019-02-07,245667
2019-02-08,215764
2019-02-09,230040
2019-02-10,224732
2019-02-11,221650
2019-02-12,224817
2019-02-13,221012
2019-02-14,256905
2019-02-15,290297
2019-02-16,297611
2019-02-17,266821
2019-02-18,241246
2019-02-19,252369
2019-02-20,246607
2019-02-21,268755
2019-02-22,296173
2019-02-23,246360
2019-02-24,264449
2019-02-25,261562
2019-02-26,286464
2019-02-27,290605
2019-02-28,282377
2019-03-01,265273
2019-03-02,267510
2019-03-03,242362
2019-03-04,321719
2019-03-05,392908
2019-03-06,358851
2019-03-07,380921
2019-03-08,250785
2019-03-09,271822
2019-03-10,269881
2019-03-11,281373
2019-03-12,316200
2019-03-13,310767
2019-03-14,320834
2019-03-15,294361
2019-03-16,296695
2019-03-17,324145
2019-03-18,340508
2019-03-19,377853
2019-03-20,352667
2019-03-21,321330
2019-03-22,303988
2019-03-23,275783
2019-03-24,268990
2019-03-25,290223
2019-03-26,301795
2019-03-27,242553
2019-03-28,270139
2019-03-29,321008
2019-03-30,253716
2019-03-31,198661
2019-04-01,220165
2019-04-02,238544
2019-04-03,208333
2019-04-04,189508
2019-04-05,179480
2019-04-06,181485
2019-04-07,181563
2019-04-08,191913
2019-04-09,234852
2019-04-10,225074
2019-04-11,214671
2019-04-12,267309
2019-04-13,279522
2019-04-14,241165
2019-04-15,247183
2019-04-16,215843
2019-04-17,220988
2019-04-18,204585
2019-04-19,184271
2019-04-20,165750
2019-04-21,171700
2019-04-22,167037
2019-04-23,147364
2019-04-24,161985
2019-04-25,184108
2019-04-26,175713
2019-04-27,201369
2019-04-28,179711
2019-04-29,179895
2019-04-30,173950
2019-05-01,169875
2019-05-02,217346
2019-05-03,228805
2019-05-04,211838
2019-05-05,215242
2019-05-06,252714
2019-05-07,280165
2019-05-08,273444
2019-05-09,239153
2019-05-10,203254
2019-05-11,168137
2019-05-12,167524
2019-05-13,176635
2019-05-14,181243
2019-05-15,183101
2019-05-16,175779
2019-05-17,166887
2019-05-18,155059
2019-05-19,143530
2019-05-20,131720
2019-05-21,135746
2019-05-22,139362
2019-05-23,171311
2019-05-24,185673
2019-05-25,154720
2019-05-26,128825
2019-05-27,112503
2019-05-28,135152
2019-05-29,146127
2019-05-30,144589
2019-05-31,132093
2019-06-01,122627
2019-06-02,138379
2019-06-03,142859
2019-06-04,152722
2019-06-05,157801
2019-06-06,160243
2019-06-07,147797
2019-06-08,159372
2019-06-09,147306
2019-06-10,162249
2019-06-11,171190
2019-06-12,132990
2019-06-13,107078
2019-06-14,107722
2019-06-15,102992
2019-06-16,108444
2019-06-17,97405
2019-06-18,109474
2019-06-19,95042
2019-06-20,94924
2019-06-21,101188
2019-06-22,81110
2019-06-23,77401
2019-06-24,89999
2019-06-25,101775
2019-06-26,127683
2019-06-27,142615
2019-06-28,131882
2019-06-29,132081
2019-06-30,125186
2019-07-01,114922
2019-07-02,135556
2019-07-03,120478
2019-07-04,121513
2019-07-05,111759
2019-07-06,102705
2019-07-07,87379
2019-07-08,87188
2019-07-09,92027
2019-07-10,108655
2019-07-11,100759
2019-07-12,145329
2019-07-13,145947
2019-07-14,130529
2019-07-15,81648
2019-07-16,82429
2019-07-17,61042
2019-07-18,38674
2019-07-19,40172
2019-07-20,45740
2019-07-21,60298
2019-07-22,49108
2019-07-23,53928
2019-07-24,47821
2019-07-25,51898
2019-07-26,60214
2019-07-27,51829
2019-07-28,50516
2019-07-29,42416
2019-07-30,44378
2019-07-31,32124
2019-08-01,40444
2019-08-02,83504
2019-08-03,79861
2019-08-04,69633
2019-08-05,75546
2019-08-06,93613
2019-08-07,76133
2019-08-08,81039
2019-08-09,83660
2019-08-10,90558
2019-08-11,80182
2019-08-12,66976
2019-08-13,95669
2019-08-14,97133
2019-08-15,98271
2019-08-16,154115
2019-08-17,182248
2019-08-18,120261
2019-08-19,151347
2019-08-20,149632
2019-08-21,114573
2019-08-22,138155
2019-08-23,134746
2019-08-24,132938
2019-08-25,132763
2019-08-26,134025
2019-08-27,154967
2019-08-28,158929
2019-08-29,189893
2019-08-30,147889
2019-08-31,119606
2019-09-01,106939
2019-09-02,93037
2019-09-03,48201
2019-09-04,130550
2019-09-05,94382
2019-09-06,94494
2019-09-07,97592
2019-09-08,93587
2019-09-09,98869
2019-09-10,104969
2019-09-11,119120
2019-09-12,120741
2019-09-13,139782
2019-09-14,140387
2019-09-15,110454
2019-09-16,107908
2019-09-17,176716
2019-09-18,168083
2019-09-19,183525
2019-09-20,91247
2019-09-21,64081
2019-09-22,51932
2019-09-23,48664
2019-09-24,49059
2019-09-25,47089
2019-09-26,53309
2019-09-27,69490
2019-09-28,66220
2019-09-29,52722
2019-09-30,60621
2019-10-01,79669
2019-10-02,72974
2019-10-03,67417
2019-10-04,69258
2019-10-05,72886
2019-10-06,41184
2019-10-07,21655
2019-10-08,33599
2019-10-09,30594
2019-10-10,28203
2019-10-11,25352
2019-10-12,26274
2019-10-13,25100
2019-10-14,31894
2019-10-15,40907
2019-10-16,46165
2019-10-17,28143
2019-10-18,27538
2019-10-19,27003
2019-10-20,24786
2019-10-21,48111
2019-10-22,49011
2019-10-23,39215
2019-10-24,27159
2019-10-25,34796
2019-10-26,53420
2019-10-27,43329
2019-10-28,40542
2019-10-29,28068
2019-10-30,31761
2019-10-31,28241
2019-11-01,27103
2019-11-02,27988
2019-11-03,27887
2019-11-04,22645
2019-11-05,46477
2019-11-06,60047
2019-11-07,45909
2019-11-08,29176
2019-11-09,36525
2019-11-10,30246
2019-11-11,54005
2019-11-12,64834
2019-11-13,39285
2019-11-14,28467
2019-11-15,26820
2019-11-16,19487
2019-11-17,22430
2019-11-18,21769
2019-11-19,23213
2019-11-20,21663
2019-11-21,22589
2019-11-22,26539
2019-11-23,33577
2019-11-24,33029
2019-11-25,33276
2019-11-26,26832
2019-11-27,25140
2019-11-28,23981
2019-11-29,30886
2019-11-30,56468
2019-12-01,27163
2019-12-02,33053
2019-12-03,20440
2019-12-04,13502
2019-12-05,30707
2019-12-06,32338
2019-12-07,49763
2019-12-08,23743
2019-12-09,21682
2019-12-10,44323
2019-12-11,39319
2019-12-12,24313
2019-12-13,27930
2019-12-14,22993
2019-12-15,23125
2019-12-16,28142
2019-12-17,50336
2019-12-18,40923
2019-12-19,42920
2019-12-20,41987
2019-12-21,38721
2019-12-22,32657
2019-12-23,26639
2019-12-24,24308
2019-12-25,27894
2019-12-26,23014
2019-12-27,23713
2019-12-28,24948
2019-12-29,26858
2019-12-30,24105
2019-12-31,23353
2020-01-01,21727
2020-01-02,23820
2020-01-03,30877
2020-01-04,36824
2020-01-05,37426
2020-01-06,35228
2020-01-07,33633
2020-01-08,32150
2020-01-09,36321
2020-01-10,30885
2020-01-11,36996
2020-01-12,38237
2020-01-13,32447
2020-01-14,28772
2020-01-15,29666
2020-01-16,19633
2020-01-17,24846
2020-01-18,24569
2020-01-19,34078
2020-01-20,28706
2020-01-21,29238
2020-01-22,24509
2020-01-23,22690
2020-01-24,24848
2020-01-25,23859
2020-01-26,21098
2020-01-27,20455
2020-01-28,20312
2020-01-29,18284
2020-01-30,17389
2020-01-31,15795
2020-02-01,17793
2020-02-02,22884
2020-02-03,28620
2020-02-04,28014
2020-02-05,31795
2020-02-06,17683
2020-02-07,11963
2020-02-08,12558
2020-02-09,30099
2020-02-10,17794
2020-02-11,17019
2020-02-12,14112
2020-02-13,18855
2020-02-14,24649
2020-02-15,23783
2020-02-16,28568
2020-02-17,26848
2020-02-18,21471
2020-02-19,28886
2020-02-20,17364
2020-02-21,12627
2020-02-22,11240
2020-02-23,15666
2020-02-24,18104
2020-02-25,20029
2020-02-26,16133
2020-02-27,15538
2020-02-28,13443
2020-02-29,13829
2020-03-01,14670
2020-03-02,20675
2020-03-03,23682
2020-03-04,20883
2020-03-05,17428
2020-03-06,20005
2020-03-07,13933
2020-03-08,15575
2020-03-09,13988
2020-03-10,23747
2020-03-11,17275
2020-03-12,18284
2020-03-13,22334
2020-03-14,34125
2020-03-15,41433
2020-03-16,20157
2020-03-17,27128
2020-03-18,42333
2020-03-19,36747
2020-03-20,21211
2020-03-21,14277
2020-03-22,14254
2020-03-23,14254
2020-03-24,24792
2020-03-25,32335
2020-03-26,27882
2020-03-27,28186
2020-03-28,26444
2020-03-29,23939
2020-03-30,19951
2020-03-31,15313
2020-04-01,16421
2020-04-02,22894
2020-04-03,24145
2020-04-04,19958
2020-04-05,32070
2020-04-06,31986
2020-04-07,26020
2020-04-08,16181
2020-04-09,14143
2020-04-10,16856
2020-04-11,22125
2020-04-12,23920
2020-04-13,21412
2020-04-14,33219
2020-04-15,30668
2020-04-16,21575
2020-04-17,29044
2020-04-18,25299
2020-04-19,22608
2020-04-20,22949
2020-04-21,24460
2020-04-22,23692
2020-04-23,25152
2020-04-24,22984
2020-04-25,19529
2020-04-26,22365
2020-04-27,21590
2020-04-28,26084
2020-04-29,23162
2020-04-30,27596
2020-05-01,21215
2020-05-02,20922
2020-05-03,21145
2020-05-04,21471
2020-05-05,31057
2020-05-06,27691
2020-05-07,26927
2020-05-08,26069
2020-05-09,23315
2020-05-10,22774
2020-05-11,27967
2020-05-12,25232
2020-05-13,32715
2020-05-14,23553
2020-05-15,22946
2020-05-16,24917
2020-05-17,26803
2020-05-18,29916
2020-05-19,23043
2020-05-20,24908
2020-05-21,27865
2020-05-22,23190
2020-05-23,23053
2020-05-24,31364
2020-05-25,25324
2020-05-26,33196
2020-05-27,26881
2020-05-28,27186
2020-05-29,25499
2020-05-30,21708
2020-05-31,20285
2020-06-01,19573
2020-06-02,18547
2020-06-03,24160
2020-06-04,22854
2020-06-05,26991
2020-06-06,22827
2020-06-07,21453
2020-06-08,24155
2020-06-09,19522
2020-06-10,17319
2020-06-11,19122
2020-06-12,28799
2020-06-13,28502
2020-06-14,23807
2020-06-15,27545
2020-06-16,23234
2020-06-17,25324
2020-06-18,17722
2020-06-19,16219
2020-06-20,15954
2020-06-21,18575
2020-06-22,19141
2020-06-23,23598
2020-06-24,45045
2020-06-25,123391
2020-06-26,179406
2020-06-27,123461
2020-06-28,191012
2020-06-29,197823
2020-06-30,180257
2020-07-01,163442
2020-07-02,43949
2020-07-03,28021
2020-07-04,30247
2020-07-05,38824
2020-07-06,30599
2020-07-07,24867
2020-07-08,26124
2020-07-09,27975
2020-07-10,23653
2020-07-11,21713
2020-07-12,24536
2020-07-13,30206
2020-07-14,122175
2020-07-15,460486
2020-07-16,460828
2020-07-17,146634
2020-07-18,222934
2020-07-19,28954
2020-07-20,27174
2020-07-21,23200
2020-07-22,36282
2020-07-23,45018
2020-07-24,46936
2020-07-25,29165
2020-07-26,31157
2020-07-27,36616
2020-07-28,32882
2020-07-29,32334
2020-07-30,33129
2020-07-31,30972
2020-08-01,36905
2020-08-02,34870
2020-08-03,42297
2020-08-04,39287
2020-08-05,39824
2020-08-06,43971
2020-08-07,40668
2020-08-08,46634
2020-08-09,35272
2020-08-10,34445
2020-08-11,36363
2020-08-12,32098
2020-08-13,29878
2020-08-14,42049
2020-08-15,45264
2020-08-16,54255
2020-08-17,51282
2020-08-18,39289
2020-08-19,41317
2020-08-20,50326
2020-08-21,38061
2020-08-22,29390
2020-08-23,26419
2020-08-24,26376
2020-08-25,29084
2020-08-26,35885
2020-08-27,54506
2020-08-28,46004
2020-08-29,28023
2020-08-30,29251
2020-08-31,29537
2020-09-01,26383
2020-09-02,24903
2020-09-03,22514
2020-09-04,32936
2020-09-05,29499
2020-09-06,49034
2020-09-07,26282
2020-09-08,21832
2020-09-09,56311
2020-09-10,65705
2020-09-11,47858
2020-09-12,55334
2020-09-13,36175
2020-09-14,33061
2020-09-15,30287
2020-09-16,40018
2020-09-17,26774
2020-09-18,30435
2020-09-19,37782
2020-09-20,30173
2020-09-21,33317
2020-09-22,32100
2020-09-23,319509
2020-09-24,392464
2020-09-25,238355
2020-09-26,222968
2020-09-27,93340
2020-09-28,33122
2020-09-29,31353
2020-09-30,31899
2020-10-01,37318
2020-10-02,35855
2020-10-03,35795
2020-10-04,38584
2020-10-05,43904
2020-10-06,38676
2020-10-07,40993
2020-10-08,35070
2020-10-09,38814
2020-10-10,31961
2020-10-11,34120
2020-10-12,36443
2020-10-13,67846
2020-10-14,97876
2020-10-15,92811
2020-10-16,93052
2020-10-17,74937
2020-10-18,60948
2020-10-19,55710
2020-10-20,52915
2020-10-21,47495
2020-10-22,38611
2020-10-23,43423
2020-10-24,41798
2020-10-25,35993
2020-10-26,38875
2020-10-27,35713
2020-10-28,42798
2020-10-29,65424
2020-10-30,67822
2020-10-31,63462
2020-11-01,59503
2020-11-02,53750
2020-11-03,52808
2020-11-04,52718
2020-11-05,45598
2020-11-06,166666
2020-11-07,125084
2020-11-08,82119
2020-11-09,56231
2020-11-10,51239
2020-11-11,47334
2020-11-12,42269
2020-11-13,35394
2020-11-14,38481
2020-11-15,33358
2020-11-16,31397
2020-11-17,41536
2020-11-18,43500
2020-11-19,32866
2020-11-20,36818
2020-11-21,44888
2020-11-22,43928
2020-11-23,44329
2020-11-24,36595
2020-11-25,35911
2020-11-26,35216
2020-11-27,37758
2020-11-28,42599
2020-11-29,38503
2020-11-30,31495
2020-12-01,35356
2020-12-02,32123
2020-12-03,34937
2020-12-04,31512
2020-12-05,34568
2020-12-06,32959
2020-12-07,37139
2020-12-08,37414
2020-12-09,40890
2020-12-10,43233
2020-12-11,37693
2020-12-12,40881
2020-12-13,67120
2020-12-14,59064
2020-12-15,30028
2020-12-16,25971
2020-12-17,32209
2020-12-18,30129
2020-12-19,56100
2020-12-20,40508
